5000 10000
1 2476 3742
1 3861 4880
1 609 350
1 1239 1636
0 4145 1586
0 4053 3679
0 382 2279
0 2663 713
0 2323 3270
1 1502 812
0 2349 4856
0 602 4790
0 3045 1772
0 2253 925
0 1795 486
0 4270 2113
0 3511 1522
0 1504 1755
1 1504 1755
0 930 2906
0 997 1425
1 250 2766
1 952 3579
0 2280 3642
1 4721 3359
0 4536 759
1 2705 2200
1 4053 3679
1 3288 4929
1 382 2279
0 4507 4702
1 456 3130
0 2139 1024
0 2765 2028
0 723 2829
0 980 2929
0 2656 3829
0 160 1403
0 121 3573
1 3511 1522
1 724 4023
0 4560 306
1 4168 291
1 2566 146
0 1057 1467
1 1634 1564
0 2616 126
0 2259 669
0 3709 733
0 796 768
1 2765 2028
1 3220 4052
1 2285 2949
0 732 773
0 702 4592
1 359 2610
1 1146 3682
0 3468 2630
0 2810 1888
0 240 3908
0 3471 2501
1 2712 3533
0 4724 1085
0 1412 1308
0 4506 1965
0 4355 4121
1 3350 3560
0 396 2080
1 1795 486
0 4483 3943
0 4151 4514
0 3961 2412
1 702 4592
0 4482 3489
0 4728 1272
1 4022 2475
0 3465 752
0 1189 4102
0 1324 1141
1 3471 2501
0 3193 2259
0 4668 3244
1 516 2238
0 403 2068
0 3114 2899
1 4560 306
0 2700 580
0 3892 4270
0 3790 3589
0 1435 109
0 98 2800
0 3035 48
1 732 773
0 4163 1203
0 2887 3317
1 2656 3829
0 3842 2483
0 242 2535
0 2064 1650
0 1131 4441
0 1260 4355
1 240 3908
0 1116 1171
0 2459 3193
0 4206 4951
0 1958 2130
0 2347 2634
0 1590 1211
1 2196 2879
0 3608 4542
0 4288 1733
0 4605 4484
0 1658 1757
0 4350 3732
0 4851 3035
0 3170 4972
0 3432 340
1 3045 1772
0 3530 251
1 469 392
0 2484 593
0 540 393
0 2268 2542
0 195 4452
1 4482 3489
0 4501 3331
0 694 2286
0 1335 4624
0 4985 3042
0 1538 36
1 4163 1203
1 2145 1642
1 4605 4484
0 786 2945
1 404 987
1 2663 713
1 2495 2972
0 3981 3118
0 1743 4813
0 2742 3157
0 4118 1834
0 203 2552
0 1003 2
1 126 2843
0 3216 4646
0 1440 2516
0 14 2734
0 4144 2837
0 1915 3108
0 4906 2997
0 796 4152
0 177 857
1 4786 3808
0 3804 1560
0 2043 2553
0 4249 3516
0 1969 4746
0 4861 1763
0 884 2329
0 1295 2604
1 160 1403
0 2639 2427
0 1038 2683
0 2256 2314
0 592 4574
1 1324 1141
1 98 2800
1 3842 2483
0 676 264
0 3712 3996
0 2346 421
1 4937 482
0 4160 335
0 96 4961
1 4737 4338
1 4728 1272
1 723 2829
0 3058 4071
1 662 1916
0 3613 3424
1 3109 4072
1 1260 4355
0 3800 82
0 1940 22
0 1680 3823
0 750 4652
0 4396 1853
1 4145 1586
0 32 1724
0 2154 1052
1 2840 254
0 2284 974
0 4437 2267
1 2139 1024
0 395 3369
0 2012 262
0 1932 822
1 2742 3157
1 1344 3157
0 4863 2915
0 1915 3780
0 3631 1547
0 2889 1603
0 1027 736
0 3577 151
0 800 4220
0 4381 2117
0 4330 703
0 2379 4918
1 2868 3414
0 1506 2975
0 478 2584
0 3491 194
0 1724 687
1 3712 3996
0 3817 1578
0 3259 977
1 96 4961
0 2811 2366
1 1193 3682
1 1590 1211
1 3800 82
1 1027 736
1 540 393
0 1787 1310
1 1506 2975
1 4151 4514
0 2735 685
1 3613 3424
0 4300 1402
0 4749 155
1 1724 687
0 2210 406
0 4721 4733
0 119 977
0 4407 4300
1 2700 580
0 4959 3116
0 4864 1466
0 4872 251
1 2268 2542
0 2177 1970
1 197 4438
1 4483 3943
0 1085 349
0 2559 597
1 4506 1965
0 845 458
0 1821 1760
1 326 2448
1 3492 715
1 2154 1052
0 1779 3423
0 3183 4607
0 1162 1117
1 2735 685
1 2639 3639
0 1694 3671
0 4221 2119
0 2042 1122
1 3193 2259
0 1933 3787
0 4275 653
0 4165 3139
0 308 3995
1 4094 2024
0 2931 2997
1 1300 1214
0 2778 2607
0 3701 268
1 3183 4607
1 1615 2940
0 2934 2535
0 4141 1693
1 4724 1085
0 1494 2186
1 3631 1547
1 4959 3116
1 1915 3108
1 3170 4972
1 1787 1310
1 2042 1122
0 3289 4702
1 4118 1834
0 4966 2921
0 1242 2950
1 195 4452
0 2240 3246
0 4651 1198
0 3588 2554
0 212 3879
0 1263 813
0 3705 3412
0 1096 995
0 4827 1540
1 2064 1650
0 2615 4408
0 3825 1080
0 3569 4477
0 4261 2708
0 558 4235
1 2346 421
0 2428 4247
1 2887 3317
1 884 2329
1 2256 2314
0 718 4129
0 2947 4129
0 50 4150
0 2607 4256
1 2259 669
0 1125 1740
1 1440 2516
1 1003 2
0 4454 1361
0 1008 1723
0 2997 2545
1 3468 2630
1 1435 109
0 1309 1125
1 4501 3331
0 766 4676
1 750 4652
1 3259 977
0 918 2988
1 2573 3891
1 4407 4300
0 4564 4578
1 4275 653
0 2730 669
0 2098 4119
0 2392 283
0 4914 1968
0 2838 1
1 2484 593
1 1932 822
0 2760 4370
0 1975 2794
0 2270 3978
0 844 4271
0 2894 1895
0 1036 1634
1 930 2906
0 2941 19
0 3609 1304
0 3327 1389
0 1938 3114
1 120 4873
0 3391 2455
0 2457 1961
0 1371 4874
1 2616 126
1 3709 733
0 4032 1080
0 2040 3147
1 1360 1924
1 396 2080
0 4411 1588
1 4300 1402
0 3090 4112
0 2739 3543
0 670 3551
0 2982 3615
1 4906 2997
0 908 4937
0 4369 3438
1 14 2734
1 121 3573
0 4796 2720
0 2487 2360
0 30 3985
0 4193 2925
0 564 2521
1 3289 4702
0 3499 4000
0 4709 1307
0 588 268
0 1727 38
1 4160 335
0 2848 4682
0 3453 4826
1 3114 2899
0 4011 765
1 1821 1760
0 3221 1564
0 729 1510
0 2112 903
0 4358 2101
0 2130 1148
0 4888 4129
1 3058 4071
1 4144 2837
0 4217 3799
0 2090 826
1 4985 3042
0 1443 3614
1 980 2929
0 732 1036
0 3087 2038
0 4385 4710
1 4381 2117
0 4509 2458
0 1247 1616
0 4563 1070
1 4217 3799
0 2067 461
0 3464 55
0 1757 4031
0 3566 3265
0 4410 4182
1 2778 2607
0 4461 371
0 3832 3748
0 4949 1372
1 4966 2921
0 3639 2236
0 1328 196
0 3831 2749
1 50 4150
1 1940 22
1 119 977
0 3042 1039
0 2669 2404
0 2063 4365
1 592 4574
1 3569 4477
0 2937 612
0 110 3785
1 1125 1740
0 3169 1413
1 4032 1080
0 88 1163
0 3971 163
0 2164 2346
1 3961 2412
0 1327 2966
0 710 3919
0 4858 2630
1 3035 48
1 3499 4000
0 3747 1110
0 2992 3004
0 1873 2783
0 2841 4547
0 1546 3750
1 3042 1039
1 2739 3543
1 4872 251
1 2487 2360
0 512 2038
0 2483 3166
0 2729 1536
0 2221 4380
0 3056 4905
0 95 3939
0 3086 309
0 3313 146
0 3387 4977
1 308 3995
0 1259 352
0 2209 418
0 3629 680
0 191 3681
0 3925 3198
0 314 1587
0 3133 3205
0 3328 1483
0 3830 4622
0 953 3588
0 2891 2164
1 3608 4542
1 3216 4646
0 587 1524
1 1327 2966
1 1335 4624
0 3923 761
0 848 4414
1 2284 974
0 4919 4531
0 3248 1947
1 512 2038
0 1983 768
0 2876 2494
0 474 4868
0 4916 1448
0 1816 467
0 767 2945
0 1355 1148
0 2408 1316
0 4038 2136
0 36 1181
0 1854 4342
0 2963 2980
0 1282 2081
1 3328 1483
0 1386 3509
0 4929 637
0 3582 4042
0 888 3210
1 4861 1763
1 796 768
1 4929 637
0 567 2874
0 1731 168
0 350 2390
0 2877 1176
1 1933 3787
0 948 2053
0 4861 3118
0 4884 849
0 1116 4571
0 4313 3692
0 949 3641
0 898 4408
0 2386 329
0 3726 1133
1 1779 3423
1 223 3048
0 3280 1920
0 1347 4519
1 3971 163
0 1824 747
0 4503 1166
0 1098 4637
1 2323 3270
0 130 32
1 2349 4856
0 1616 2677
1 2428 4247
0 541 3187
0 1680 747
0 4223 56
0 543 3706
1 3832 3748
1 3830 4622
0 4768 1704
1 4651 1198
0 4685 18
0 4887 2790
1 3705 3412
1 2841 4547
0 1778 4915
1 800 4220
1 191 3681
0 2602 4698
0 4344 3915
0 4364 1537
0 406 2199
0 1529 3698
0 2597 1410
0 2826 4288
1 1958 2130
0 1274 513
1 1955 1196
1 541 3187
0 3138 848
1 1189 4102
0 1309 4635
0 2300 3638
0 2941 251
0 2266 146
0 1529 2651
1 997 1425
1 4350 3732
1 1057 1467
0 1241 3557
0 2778 2777
0 1786 1985
0 2921 2576
0 1142 4562
0 2967 4135
0 2766 1270
0 78 3186
0 1932 759
0 1467 577
0 1225 1018
1 3726 1133
0 2886 3912
0 4557 1044
0 1256 2015
1 3376 3477
0 696 376
1 3391 2455
0 1286 395
0 2319 634
0 1776 1693
0 1188 1136
0 4997 3666
0 1712 1535
0 880 731
0 4083 1441
0 3015 374
1 4536 759
0 2385 2870
1 4249 3516
0 787 2094
0 2317 4032
0 1904 3614
0 2799 491
1 796 4152
1 1727 38
0 1935 675
0 4540 2452
0 1866 2805
0 3763 3038
0 1161 3967
0 668 3639
0 1259 121
0 95 2315
0 294 657
0 206 3558
0 1781 2435
0 459 1571
0 4290 4515
0 1777 2840
0 23 4241
1 1412 1308
0 4364 29
1 1085 349
1 3060 4376
0 4194 84
0 4041 4227
0 4285 4754
0 3728 1245
1 1286 395
0 2019 905
0 1693 2201
0 2473 3832
0 502 928
0 901 1157
1 4721 4733
0 4018 3776
0 700 3583
1 3432 340
1 3356 2357
1 696 376
0 3577 2101
0 4571 4205
0 1516 594
0 1017 2225
1 4288 1733
1 1693 2201
0 3720 739
0 260 576
1 3453 4826
0 1178 2931
1 32 1724
1 4165 3139
0 3798 865
0 495 316
0 2412 542
0 2077 943
1 2209 418
0 1842 1665
0 4100 4584
1 3087 2038
1 1969 4746
0 3092 1449
0 761 660
0 361 4789
0 193 2957
0 3649 4172
0 1655 45
0 2634 1692
0 659 1266
0 2284 3299
0 2195 2108
0 1409 1060
0 2636 3379
0 1541 1213
0 1146 3698
0 1141 3363
1 3609 1304
1 1247 1616
1 3925 3198
1 212 3879
1 1008 1723
0 2151 3808
0 570 2138
0 758 1638
0 385 597
0 3708 2472
0 2591 4882
0 1086 4753
0 1577 4203
0 500 2001
0 2275 3477
0 2713 1148
1 4540 2452
0 1854 3511
1 2826 4288
0 2435 1768
0 1374 3311
1 2713 1148
1 1295 2604
0 3595 4649
1 659 1266
0 3192 4352
1 3387 1620
0 4971 2771
0 624 3206
0 2559 1597
0 1299 1125
0 321 3977
0 2626 786
1 3056 4905
0 3240 4935
0 1522 738
0 3078 4541
0 2578 646
0 4666 4115
1 4563 1070
0 602 968
0 2906 399
1 1854 4342
0 4442 2043
1 1777 2840
0 1663 2541
0 3624 3676
0 1565 1893
0 1500 3905
0 1717 4385
0 3891 4169
0 1576 2516
0 4678 736
1 1142 4562
0 4787 1621
1 2891 2164
0 1066 730
0 1850 368
0 4528 4969
1 1086 4753
0 4368 2073
1 567 2874
0 1585 845
0 2298 3392
0 1821 2851
0 4091 1967
0 128 339
0 2069 2799
0 4112 3327
0 3065 2225
0 4272 1773
0 4691 3217
0 3392 714
0 817 4429
1 4916 1448
0 1273 3870
1 758 1638
0 4824 1513
0 1890 1661
0 4435 4634
0 3182 401
1 3701 268
0 3754 4934
0 1634 3403
0 3106 4146
0 18 1802
0 2641 1054
1 2730 669
0 4185 4988
1 4768 1704
1 2280 3642
0 448 1922
0 2145 1883
1 2597 1410
0 3461 187
1 3804 1560
0 3850 3775
0 1406 304
1 2266 146
0 2971 4404
1 502 928
0 3731 954
0 1484 2255
0 2017 1947
0 3443 2266
0 2582 4703
0 4078 3016
0 3287 1452
1 1146 3698
1 128 339
0 3061 557
1 543 3706
1 206 3558
0 542 1374
0 4158 1282
0 3936 3615
0 2673 2171
1 4507 4702
0 950 4880
0 4822 3366
1 4796 2720
0 2741 4299
0 4871 4160
1 766 4676
0 270 2466
1 95 3939
1 898 4408
1 4083 1441
0 867 40
0 2524 1764
0 4782 861
0 2598 892
0 2805 3833
0 1078 3252
1 294 657
0 1266 2099
1 500 2001
0 3172 698
0 3083 4917
1 817 4429
1 2098 4119
0 191 478
1 2069 2799
0 2995 2926
0 2739 2435
1 1658 1757
0 852 4217
0 1246 2064
0 2502 4112
1 729 1510
0 4553 1771
1 787 2094
0 1789 3705
1 1386 3509
1 3530 251
0 1831 4677
0 1469 478
0 3856 246
1 4709 1307
1 2483 3166
0 3257 303
0 2480 1269
0 2465 2459
0 3172 2003
1 4221 2119
0 2357 130
1 4411 1588
0 1174 3306
0 3773 284
0 4275 3611
1 2886 3912
0 1564 829
1 2524 1764
1 2043 2553
1 2607 4256
0 70 1172
1 3728 1245
1 2221 4380
0 3951 2629
0 2397 3470
1 177 857
0 4532 3043
0 4545 1575
0 4873 4657
0 1743 2947
1 2811 2366
0 4326 2575
0 2647 2067
1 2602 4698
1 4861 3118
0 3408 2949
0 2349 1078
0 4307 1022
0 849 1374
0 2871 103
0 2440 4852
0 4670 4981
0 1436 993
0 390 4291
0 898 4567
0 3535 1665
0 2842 4626
0 895 4376
1 1494 2186
0 712 4461
0 3698 985
1 1259 121
1 4330 703
1 36 1181
0 3500 2725
0 3609 2107
0 1725 3180
0 1933 540
1 1816 467
0 4222 4604
0 4429 1921
0 4960 190
1 4364 1537
0 1220 4860
0 4450 2485
1 2971 4404
0 1965 1657
0 2693 2610
1 4193 2925
0 1609 2673
0 4679 4000
1 4158 1282
0 44 91
1 2982 3615
0 1445 1533
0 2127 1390
0 2609 1184
0 2939 4820
1 3817 1578
1 2270 3978
0 2925 4781
0 2752 1434
0 4896 1367
0 2533 3442
0 4093 1886
0 4008 4116
0 4 1570
0 2818 1343
1 1500 3905
0 4427 4471
0 1133 570
1 321 3977
0 487 3439
0 3879 118
0 848 1302
0 3350 2937
0 4963 2477
0 4594 821
1 2067 461
1 1850 368
0 1577 2279
1 88 1163
1 3798 865
0 3949 1477
1 1178 2931
1 1174 3306
0 755 2629
0 1724 2219
0 2339 2955
1 1309 4635
0 281 8
0 1710 3912
1 1078 3252
0 605 4063
1 3491 194
0 3986 3878
0 229 895
1 3773 284
1 2752 1434
1 570 2138
0 2141 3682
0 2330 104
0 1832 1373
0 2415 2390
0 4397 301
0 3090 1820
0 3874 1431
0 4804 1426
0 3392 3446
0 1904 855
0 356 4150
1 4011 765
0 2187 484
0 356 1940
0 1912 3916
1 2934 2535
1 1436 993
0 1011 4002
1 1116 4571
0 2707 3335
0 494 4767
0 4526 413
1 2386 329
0 4639 881
0 2404 4713
0 3653 1226
0 4878 3723
0 2951 2087
1 1161 3967
1 1347 4519
0 2203 1183
0 3011 770
0 4241 1116
1 4454 1361
0 2708 3652
0 3896 948
0 1761 3054
0 3921 4376
1 448 1922
1 2319 634
0 4682 1575
1 2284 3299
0 901 4283
0 3604 207
1 2502 4112
1 3891 4169
0 2973 2964
0 2003 2096
1 1274 513
0 3394 3275
1 1757 4031
0 561 147
0 1765 3468
0 555 4193
1 2947 4129
1 2017 1947
1 1873 2783
0 3768 4349
0 1944 4775
0 4221 3800
1 1259 352
1 4008 4116
0 476 2892
0 3684 3444
0 3498 3873
0 3356 2581
1 3874 1431
0 1781 1444
0 3338 3109
0 2435 1504
1 670 3551
0 407 3333
0 4233 4406
0 2490 2504
0 375 2663
0 1634 971
0 3089 804
1 4223 56
1 761 660
0 1665 158
0 1331 1459
0 4682 200
0 2842 3592
1 1406 304
0 3470 4044
0 3007 2943
1 1932 759
1 2615 4408
0 734 2785
1 2906 399
0 2072 1195
1 4919 4531
0 2669 4225
1 3850 3775
1 2805 3833
0 3040 2904
0 2916 3378
1 3653 1226
0 3853 1239
0 2972 2685
1 3649 4172
0 2745 196
0 1166 2943
1 2941 19
1 4241 1116
0 2570 953
0 2268 1531
0 3490 751
0 15 1295
0 1509 4185
1 361 4789
0 3120 168
1 2973 2964
0 2239 4247
0 4798 2558
0 3714 658
1 849 1374
0 1288 350
1 4194 84
1 1443 3614
0 52 3989
1 1904 855
1 898 4567
0 243 653
0 337 3150
1 1066 730
0 3565 1387
1 2766 1270
0 1506 900
1 2349 1078
1 2063 4365
0 4455 1518
0 1024 4932
1 406 2199
0 4463 3825
1 3078 4541
0 77 1302
0 2968 2155
0 2782 2256
0 2578 3393
0 4652 2944
1 2669 2404
0 2496 4688
0 1585 780
0 1131 2847
0 3874 2451
0 4827 332
0 3331 3934
1 4041 4227
0 3729 1896
0 875 4965
0 3475 1394
1 1778 4915
0 518 1159
0 37 4258
0 4126 186
0 1543 1761
0 4775 829
0 203 2313
0 3125 771
0 606 1818
1 2090 826
0 1073 659
1 4871 4160
0 4676 2992
1 2187 484
0 766 1414
1 4100 4584
1 4767 3776
1 243 653
0 1235 755
0 1605 321
0 2678 4659
0 2226 2216
1 2077 943
1 1445 1533
0 2284 1765
1 3565 1387
0 3431 764
1 4285 4754
1 2678 4659
0 4488 1094
0 2953 1621
1 4503 1166
0 2034 4636
0 1568 3642
0 4066 2663
0 1346 3862
1 3923 761
0 2416 1255
1 3461 187
0 1767 1222
0 721 3149
0 2484 686
0 3608 1391
1 1983 768
0 81 4939
0 3566 4777
0 4268 4873
1 3061 557
1 2415 2390
0 2757 1757
0 1182 3851
0 1428 3921
0 4119 4881
1 395 3369
0 1453 395
1 1282 2081
0 1674 1382
0 1319 1242
0 801 3141
0 1091 3539
1 4749 155
0 2916 4596
1 4914 1968
1 318 1119
0 4139 1851
0 3600 1357
0 820 1519
1 2253 925
1 1915 3780
1 4290 4515
0 1909 3047
0 1726 1131
0 2454 2744
0 3009 711
1 3431 764
1 4488 1094
0 662 268
0 2397 1414
0 2538 2057
0 4614 3246
1 2454 3146
0 1132 803
0 3587 2282
0 3635 3672
0 464 4172
1 478 2584
0 3124 2883
0 3875 3638
1 1132 803
1 3011 770
1 1263 813
0 3856 36
0 2832 1577
0 758 4865
0 4402 4673
0 4762 1253
0 3643 4602
0 2874 3456
0 2379 4804
0 1919 1352
0 251 3298
1 3338 3109
1 4397 301
1 1975 2794
0 2517 2602
0 2161 1096
0 4683 2291
1 4455 1518
0 4618 4495
0 2900 881
1 3981 3118
0 3085 3329
0 1276 2462
0 713 703
0 3699 3167
0 1301 1383
0 3920 4040
0 2797 3539
0 2199 1321
1 918 2988
0 1996 1729
0 3917 3018
0 2022 4102
1 2465 2459
0 3395 568
0 1510 4947
0 4086 1282
0 643 221
1 2379 4918
0 4941 4212
0 2358 978
1 1576 2516
0 1750 3953
1 1785 3354
1 3387 4977
0 3558 3617
1 2480 1269
0 4696 1743
0 3015 2426
0 4052 3947
0 1981 4991
1 2268 1531
0 2943 3792
0 4668 3133
0 2761 3268
0 3784 4573
0 2910 3063
0 488 3836
0 4375 1554
0 1834 4185
0 792 164
0 4544 4545
0 4146 544
1 4863 2915
0 1903 627
0 4787 3095
0 2898 1767
0 934 2769
0 3488 4430
1 1342 1778
0 896 2019
0 1691 4406
0 2955 1395
1 1131 4441
0 4103 3965
0 4090 3255
0 2998 2927
1 3896 948
0 4454 2580
0 4110 3697
0 228 136
0 2237 4214
0 1655 222
0 3840 3166
0 559 4785
0 2231 4210
0 43 4512
0 4838 2715
1 3657 1293
0 345 131
0 4633 957
0 2308 935
0 2593 1862
0 3802 1433
0 3586 1228
0 2336 1315
0 1696 493
0 699 300
1 389 1663
1 3408 2949
1 3853 1239
0 867 3825
1 4119 4881
0 1071 4393
1 2818 1343
0 427 4918
0 2812 4846
0 2312 3057
1 3856 36
0 3383 3272
0 953 1876
0 1773 2903
0 1093 2598
0 1851 3157
0 2774 3140
0 76 1790
0 4182 2371
0 3388 35
0 2039 3456
1 3465 752
0 3058 2558
0 3856 1499
0 3636 837
1 1824 747
0 2151 424
0 3430 4380
0 1713 974
0 2156 2564
1 4858 2630
0 3275 4734
0 2191 401
1 2900 881
0 1249 3153
1 2967 4135
0 1430 1567
1 3138 848
0 495 4981
1 844 4271
0 3037 620
1 3720 739
0 2325 4245
0 2970 3015
0 2787 2948
1 385 597
0 1889 4449
0 3731 152
0 2608 587
0 4072 4317
1 1919 1352
1 3747 1110
0 4091 1769
0 2153 2912
0 33 61
0 2339 4309
0 3017 4321
0 4847 3259
1 1319 1242
0 2028 408
1 2889 1603
1 43 4512
0 2635 508
1 718 4129
0 4882 1676
1 2578 646
1 4141 1693
0 2033 32
0 3922 2801
1 4873 4657
0 3558 2732
0 328 3485
0 4426 2459
0 1488 1052
1 1609 2673
1 33 61
1 3058 2558
0 3637 2874
0 414 3876
0 1272 2671
0 1436 2896
0 181 4069
1 403 2068
0 1138 2010
0 1870 599
0 3319 2722
0 2734 3625
0 1257 3208
0 706 295
0 1233 480
0 1825 708
0 2207 3004
0 964 1139
0 4766 1561
0 2 2897
0 4260 2004
1 4206 4951
0 1504 215
0 839 3375
0 3581 3888
1 1116 1171
0 2353 1360
1 2416 1255
1 4878 3723
0 2012 2016
0 4231 2660
0 2929 1251
1 2639 2427
0 4563 2053
1 3802 1433
0 2963 3395
1 407 3333
1 564 2521
0 3390 2583
0 1768 1300
0 4305 2164
0 1647 2128
0 1587 4164
1 2404 4713
0 45 1721
1 1712 1535
0 2929 130
0 3256 4058
1 3558 3617
1 848 1302
0 135 4443
0 1682 2228
1 3582 4042
1 555 4193
0 3394 4860
0 354 4129
0 3858 4229
0 626 2272
0 126 1330
1 414 3876
0 1026 3872
0 1491 1407
0 2832 4639
1 3577 151
1 2931 2997
1 558 4235
0 4717 4706
0 3903 1967
1 1096 995
1 4355 4121
0 3013 1819
0 3715 104
0 1029 365
0 197 325
0 4683 446
0 3056 2113
1 4614 3246
0 645 657
0 3694 2509
0 847 3884
1 1996 1729
1 2745 196
0 3417 1310
0 3513 2809
0 2907 1635
0 2914 3100
0 266 4084
1 2810 1888
0 377 3136
0 729 627
0 3567 3556
0 4025 4182
0 172 441
0 3778 1462
1 3903 1967
1 1272 2671
0 4345 1366
1 3169 1413
0 437 1066
0 3288 2418
0 4672 3724
0 2058 1044
1 3280 1920
0 3243 1303
1 4221 3800
1 1605 321
0 772 4559
0 122 2591
0 2855 4928
0 1363 792
1 2647 2067
0 2962 709
0 2445 2185
0 1594 3517
1 712 4461
1 3875 3638
0 3532 2494
0 4747 4181
0 3806 2857
0 4033 1952
0 915 3337
0 600 2403
0 2530 2695
1 4683 446
0 4523 844
1 2609 1184
0 3396 3537
0 4687 4632
1 1546 3750
0 3097 1748
1 2963 2980
0 1022 2638
1 4678 736
1 1141 3363
0 776 3580
0 3640 2420
0 1109 804
0 3706 4175
0 280 4700
0 3968 112
0 1705 3502
0 4542 3875
0 1499 2828
0 1180 1580
1 3635 3672
0 3376 1486
0 435 2910
0 980 1456
0 4151 3219
1 2237 4214
0 2091 3154
0 2700 1970
0 4469 4302
0 188 4491
0 3643 2097
0 3690 1391
0 4024 1850
0 3501 1759
0 2742 3345
0 2900 226
0 1998 2522
0 486 3088
0 4976 4941
1 1071 4393
1 2997 2545
0 4476 4886
0 3674 3722
0 4228 4351
0 3514 1545
0 563 1082
1 314 1587
0 3270 4567
1 4185 4988
0 3465 3849
0 2845 3529
0 3181 1716
0 4008 1911
1 3313 146
0 895 358
0 1661 4388
1 4182 2371
0 2742 4010
0 3108 965
0 4361 1392
0 419 4606
0 4059 968
1 2559 1597
0 1795 2370
0 4127 2315
0 1439 199
1 1374 3311
1 4864 1466
1 953 3588
1 645 657
1 4435 4634
0 4332 1670
0 1776 554
0 1673 2793
1 3806 2857
1 2112 903
0 806 2532
1 4553 1771
0 2668 321
0 3740 4491
0 2793 3748
1 3586 1228
0 2633 2496
0 2505 1294
0 1129 1744
1 4960 190
1 4668 3244
1 3085 3329
0 2569 4366
1 1017 2225
0 3366 3622
0 1043 3198
1 3065 2225
0 3512 1079
1 2962 709
0 2615 4262
0 3825 4329
0 1959 1680
1 1694 3671
1 4358 2101
0 4260 4477
0 3377 200
0 1958 4684
0 2997 3459
1 3514 1545
0 4324 3642
1 328 3485
0 4642 4118
0 3616 4528
1 3512 1079
0 3368 3496
0 1311 1389
1 3083 4917
0 3986 2186
0 386 4692
0 1352 345
1 2797 3539
0 3394 400
0 3945 1581
0 2002 4588
0 3078 222
0 2825 2390
0 426 3855
0 4775 1880
0 2228 2494
1 2151 424
0 999 719
1 767 2945
1 1036 1634
1 1276 2462
1 280 4700
0 2554 4925
0 1788 2031
0 1135 1724
1 193 2957
0 4554 4933
0 2854 4873
0 924 1974
0 3710 2499
1 4949 1372
0 1465 3925
0 3042 592
0 2891 3857
0 1879 4175
0 789 2772
0 4109 3609
0 4067 442
1 668 3639
0 27 338
1 1776 1693
0 1133 1835
1 563 1082
0 930 3930
1 3331 3934
0 2077 833
1 3078 222
0 1860 15
0 2581 4654
0 313 1537
0 4271 1824
0 840 48
1 2929 130
0 1175 1043
1 4261 2708
0 900 2843
0 3292 2020
0 3472 2705
0 2030 4971
1 4827 1540
1 587 1524
0 2540 976
0 3689 1999
1 1832 1373
0 3594 1099
0 3248 2229
1 356 4150
0 3510 2440
0 504 1953
1 1585 780
0 2032 3819
1 4787 3095
0 2381 1531
0 3878 4693
0 3037 2488
0 3731 3062
0 4232 3561
0 2424 860
0 2728 3619
0 1996 3396
0 3245 1493
0 3020 1879
0 1944 3626
0 1861 2149
1 2812 4846
0 1468 127
0 1547 3928
1 3472 2705
0 3562 496
1 4110 3697
0 305 159
0 1158 1673
1 901 1157
0 561 2155
